nct_id,study_title,phase_clean,status,intervention_name,intervention_type,mechanism_class,sponsor,conditions,start_date,primary_completion_date,source_link
NCT03899402,Triple Therapy in T1DM,Unknown,ACTIVE_NOT_RECRUITING,"Insulin, Semaglutide, Dapagliflozin, Placebo to Dapagliflozin","DRUG, DRUG, DRUG, DRUG",Other,State University of New York at Buffalo,['Type 1 Diabetes Mellitus'],2019-05-01,2026-01-31,https://clinicaltrials.gov/study/NCT03899402
NCT03265145,Assessment In a Real World Setting of the Effect of Inhaled Steroid-based Triple Therapy Versus the Combination of Tiotropium and Olodaterol on Reducing Chronic Obstructive Pulmonary Disease (COPD) Exacerbations [AIRWISE],Unknown,COMPLETED,"Stiolto Respimat, ICS (Inhaled Corticosteroid) (Triple therapy), LABA (Long-Acting Beta Agonist) (Triple therapy), LAMA (Long-Acting Muscarinic Antagonist) (Triple therapy)","DRUG, DRUG, DRUG, DRUG",Triple agonist,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2017-09-20,2020-09-30,https://clinicaltrials.gov/study/NCT03265145
NCT04097223,A Study Based on Health Insurance Data About the Treatment of Patients Who Have Been Newly Diagnosed With Chronic Obstructive Pulmonary Disease (COPD),Unknown,COMPLETED,,,Unknown,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2019-11-20,2020-07-01,https://clinicaltrials.gov/study/NCT04097223
NCT06353997,Neoadjuvant INBRX-106 (Hexavalent OX40 Agonist) in Combination With Pembrolizumab as a Chemotherapy-sparing Regimen for Stage II TNBC (Triple Negative Breast Cancer) Patients,Unknown,RECRUITING,"Pembrolizumab, INBRX-106","DRUG, DRUG",Other,Providence Health & Services,['Triple Negative Breast Cancer'],2024-09-05,2027-06,https://clinicaltrials.gov/study/NCT06353997
NCT02520869,Diagnostic Value of Sperm DNA Fragmentation and Sperm Morphology for Assisted Reproduction Treatment,Unknown,WITHDRAWN,"swim-up technique, zeta test technique","PROCEDURE, PROCEDURE",Other,khalid abd aziz mohamed,['Assisted Reproductive Technology'],2014-04,2016-04,https://clinicaltrials.gov/study/NCT02520869
NCT03963167,Triple Therapy in Real-life: Impact on Adherence and Health Status (TRITRIAL),Unknown,COMPLETED,BDP/FF/G fixed combination,DRUG,Other,Chiesi Italia,['COPD'],2019-08-21,2022-03-04,https://clinicaltrials.gov/study/NCT03963167
NCT04657211,Triple Therapy in Chronic Obstructive Pulmonary Disease (COPD) Participants,Unknown,COMPLETED,Prospective observational cohort study,OTHER,Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2021-01-14,2024-07-01,https://clinicaltrials.gov/study/NCT04657211
NCT03474081,A Comparative Study Between Fluticasone Furoate/Umeclidinium/Vilanterol (FF/UMEC/VI) Single Inhaler Triple Therapy Versus Tiotropium Monotherapy in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Unknown,COMPLETED,"FF/UMEC/VI, Tiotropium, Albuterol/salbutamol, Placebo to match FF/UMEC/VI, Placebo to match tiotropium, ELLIPTA inhaler, HANDIHALER, MDI","DRUG, DRUG, DRUG, DRUG, DRUG, DEVICE, DEVICE, DEVICE",Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2018-03-29,2019-07-17,https://clinicaltrials.gov/study/NCT03474081
NCT05311306,REported Outcomes in COPD With Trixeo in Real worlD in Germany,Unknown,COMPLETED,,,Unknown,AstraZeneca,['Chronic Obstructive Pulmonary Disease'],2022-03-15,2024-07-16,https://clinicaltrials.gov/study/NCT05311306
NCT02889809,"Effects of a Orally Inhaled Fluticasone Furoate on Growth Velocity in Prepubertal, Paediatric Subjects With Asthma Over a Year",Unknown,COMPLETED,"Fluticasone furoate, Placebo, Montelukast, Short Acting Beta 2 Agonist","DRUG, DRUG, DRUG, DRUG",Other,GlaxoSmithKline,['Asthma'],2017-07-10,2021-04-09,https://clinicaltrials.gov/study/NCT02889809
NCT02338921,Triple Combination Therapy in Type 2 Diabetic Patients Who Had Inadequate Glycemic Control With Combination Therapy,Unknown,COMPLETED,"Sitagliptin, Dapagliflozin, Lobeglitazone, Glimepirde, Metformin","DRUG, DRUG, DRUG, DRUG, DRUG",Other,Seoul National University Bundang Hospital,['Type 2 Diabetes'],2015-01,2021-11-30,https://clinicaltrials.gov/study/NCT02338921
NCT04011475,A Study in Taiwan Based on Medical Records That Looks at the Occurrence of Flare-ups in Patients With Chronic Obstructive Pulmonary Disease (COPD) Who Started LABA/LAMA or LAMA Treatment,Unknown,COMPLETED,"Tiotropium + Olodaterol, Other LABA/LAMA, LAMA","DRUG, DRUG, DRUG",Other,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2019-12-29,2020-10-31,https://clinicaltrials.gov/study/NCT04011475
NCT03219866,Nebulizer Versus Dry Powdered Inhalers for Chronic Obstructive Pulmonary Disease (COPD),Unknown,TERMINATED,"Nebulizers, Dry Powder Inhaler, Brovana, Pulmicort, Atrovent, Advair Diskus, Spiriva HandiHaler","DEVICE, DEVICE, DRUG, DRUG, DRUG, DRUG, DRUG",Other,Wake Forest University Health Sciences,"['COPD', 'COPD Exacerbation']",2017-10-03,2020-04-01,https://clinicaltrials.gov/study/NCT03219866
NCT06753981,"Efficacy and Safety of Triple-targeted Drug Therapy in Treatment-naive Patients With Non-low-risk PAH: A Real-world, Multicenter Study",Unknown,RECRUITING,Endothelin receptor antagonist (ERA) combined with PDE5i/sGC agonist dual therapy prostacyclin drugs,DRUG,Dual agonist,Qianfoshan Hospital,['Arterial Pulmonary Hypertension (PAH)'],2024-12-10,2026-11-14,https://clinicaltrials.gov/study/NCT06753981
NCT01206283,A Study Comparing Modified Lund Concept and Cerebral Perfusion Pressure-targeted Therapy in Secondary Brain Ischaemia.,Unknown,COMPLETED,"Modified Lund concept, Cerebral perfusion pressure-targeted therapy","PROCEDURE, PROCEDURE",Other,University of Sarajevo,"['Brain Injuries', 'Subarachnoid Hemorrhage']",2006-01,2008-06,https://clinicaltrials.gov/study/NCT01206283
NCT01112241,Bronchodilator Responsiveness in Obliterative Bronchiolitis,Unknown,COMPLETED,albuterol plus tiotropium,DRUG,Other,"IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",['Obliterative Bronchiolitis'],2010-04,2010-05,https://clinicaltrials.gov/study/NCT01112241
NCT05231122,Pembrolizumab Combined With Bevacizumab With or Without Agonist Anti-CD40 CDX-1140 for the Treatment of Patients With Recurrent Ovarian Cancer,Unknown,RECRUITING,"Anti-CD40 Agonist Monoclonal Antibody CDX-1140, Bevacizumab, Pembrolizumab, Quality-of-Life Assessment, Questionnaire Administration","BIOLOGICAL, BIOLOGICAL, BIOLOGICAL, OTHER, OTHER",Other,Roswell Park Cancer Institute,"['Ovarian Clear Cell Adenocarcinoma', 'Platinum-Sensitive Ovarian Carcinoma', 'Recurrent Endometrial Serous Adenocarcinoma', 'Recurrent Fallopian Tube Carcinoma', 'Recurrent Fallopian Tube Endometrioid Adenocarcinoma', 'Recurrent Fallopian Tube Serous Adenocarcinoma', 'Recurrent Ovarian Carcinoma', 'Recurrent Ovarian Clear Cell Adenocarcinoma', 'Recurrent Ovarian Endometrioid Adenocarcinoma', 'Recurrent Ovarian Serous Adenocarcinoma', 'Recurrent Platinum-Resistant Ovarian Carcinoma', 'Recurrent Primary Peritoneal Carcinoma', 'Recurrent Primary Peritoneal Clear Cell Adenocarcinoma', 'Recurrent Primary Peritoneal Endometrioid Adenocarcinoma', 'Recurrent Primary Peritoneal Serous Adenocarcinoma']",2024-03-12,2026-12-30,https://clinicaltrials.gov/study/NCT05231122
NCT03858348,"A Retrospective rEal-life daTa Study to Assess the exaceRbations and Lung functIon in Chronic Obstructive Pulmonary Disease ( COPD ) patiEnts receiVing Fluticasone/Salmeterol Comparing to Those Εscalating in Open-triple Fluticasone/Salmeterol, Long Acting Muscarinic Antagonist (LAMA) Combination",Unknown,COMPLETED,,,Unknown,Elpen Pharmaceutical Co. Inc.,"['COPD', 'COPD Exacerbation']",2019-05-01,2019-12-31,https://clinicaltrials.gov/study/NCT03858348
NCT03627858,Fixed Dose Triple Therapy in Severe Chronic Obstructive Pulmonary Disease in a Real World Setting,Unknown,COMPLETED,beclomethasone / formoterol / glycopyrronium,DRUG,Other,Chiesi SA/NV,['Chronic Obstructive Pulmonary Disease'],2018-08-01,2020-08-03,https://clinicaltrials.gov/study/NCT03627858
NCT05816655,"Comparison of Clinical Efficacy Between Letrozole + Ribociclib and Fulvestrant + Letrozole + Ribociclib in Hormone Receptor Positive, HER2 Negative Metastatic Breast Cancer",Unknown,RECRUITING,"Fulvestrant plus AI plus ribociclib, AI plus ribociclib","DRUG, DRUG",Other,Korea University Guro Hospital,['Metastatic Breast Cancer'],2023-05-31,2028-12-31,https://clinicaltrials.gov/study/NCT05816655
NCT06274333,Adding Dexmedetomidine or Tramadol to Paracetamol- An Effort to Attenuate Catheter Related Bladder Discomfort,Unknown,RECRUITING,"Dexmedetomidine 0.5 mic/kg, Tramadol 1mg/kg, Paracetamol 10mg/kg","DRUG, DRUG, DRUG",Other,Al-Azhar University,['Percutaneous Nephrolithotripsy (PCNL)'],2024-02-28,2024-11-30,https://clinicaltrials.gov/study/NCT06274333
NCT05919394,Triple vs High Dose Inhaled CORticosteroids,Unknown,WITHDRAWN,To compare in both treatment arms the percentage of patients controlled at week 52.,DRUG,Other,Galaxia Empírica,['Asthma'],2023-06-01,2024-09-30,https://clinicaltrials.gov/study/NCT05919394
NCT02256215,Vitamin D in the Treatment of Primary Restless Legs Syndrome,Unknown,UNKNOWN,Vitamin D,DRUG,Other,King Abdulaziz University,['Restless Legs Syndrome'],2015-12,2017-12,https://clinicaltrials.gov/study/NCT02256215
NCT06552364,Air Pollution and Inhaled Corticosteroids in COPD,Unknown,NOT_YET_RECRUITING,"LABA+LAMA, LABA+LAMA+ICS, Filtered Air, Diesel Exhaust","DRUG, DRUG, OTHER, OTHER",Other,University of British Columbia,['COPD'],2025-04-01,2026-12-31,https://clinicaltrials.gov/study/NCT06552364
NCT00239499,Pilot Study Comparing Tiotropium (Spiriva) to Salmeterol (Serevent) Plus Fluticasone (Flixotide) in Chronic Obstructive Pulmonary Disease (COPD),Unknown,COMPLETED,"Tiotropium, Salmeterol plus Fluticasone","DRUG, DRUG",Other,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2003-09,2004-08,https://clinicaltrials.gov/study/NCT00239499
NCT06060587,Randomized Phase II Study of ADT + Abiraterone vs ADT + Docetaxel + Abiraterone,Unknown,WITHDRAWN,"Docetaxel, ADT, Abiraterone","DRUG, DRUG, DRUG",Other,Northwestern University,['Prostate Cancer'],2023-10-19,2024-05-03,https://clinicaltrials.gov/study/NCT06060587
NCT02837380,A Phase I Pharmacokinetic Study of Fluticasone Furoate /Umeclidinium Bromide/Vilanterol (100/62.5/25 Microgram [mcg]) After Single and Repeat Dose Administration From a Dry Powder Inhaler in Healthy Chinese Subjects,Unknown,COMPLETED,"FF, VI/UMEC","DRUG, DRUG",Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2016-09,2016-11,https://clinicaltrials.gov/study/NCT02837380
NCT05402020,Effectiveness of Tiotropium + Olodaterol Versus Inhaled Corticosteroids (ICS) + Long-acting β2-agonists (LABA) Among COPD Patients in Taiwan,Unknown,COMPLETED,"Tiotropium (Tio), Inhaled corticosteroids (ICS), Olodaterol (Olo), Long-acting β2-agonists (LABA)","DRUG, DRUG, DRUG, DRUG",Other,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2022-09-30,2023-02-13,https://clinicaltrials.gov/study/NCT05402020
NCT00425061,Study Evaluating the Effect of IMA-638 in Subjects With Persistent Asthma,Unknown,COMPLETED,"IMA-638, IMA-638, placebo","BIOLOGICAL, BIOLOGICAL, OTHER",Other,Pfizer,['Asthma'],2007-02,2008-08,https://clinicaltrials.gov/study/NCT00425061
NCT06038279,Trial of INI-2004 in Healthy Volunteers and Participants With Allergic Rhinitis.,Unknown,UNKNOWN,"INI-2004, Placebo","DRUG, DRUG",Other,Inimmune Corporation,"['Allergic Rhinitis Due to Weed Pollen', 'Allergic Rhinitis']",2023-07-04,2024-11-01,https://clinicaltrials.gov/study/NCT06038279
NCT07192016,129-Xe MRI Study of Single Triple Therapy Inhaler Effects in COPD Patients With Moderate-severe Dyspnea and/or Poor Health Status With High or Low Risk of Exacerbation,Unknown,NOT_YET_RECRUITING,fluticasone furoate(FF)/umeclidinium (UMEC)/vilanterol(VI) (100/62.5/25) mcg,DRUG,Other,"Western University, Canada",['Chronic Obstructive Pulmonary Disease (COPD)'],2026-03,2027-09,https://clinicaltrials.gov/study/NCT07192016
NCT06225284,Neoadjuvant Chemotherapy With or Without GnRH Agonist for Premenopausal Triple-negative Early Breast Cancer Patients,Unknown,RECRUITING,Goserelin Acetate 3.6mg、Goserelin Acetate 10.8mg、Leuprolide Acetate 3.75mg、Leuprorelin Acetate 22.5mg、Triptorelin pamoate 11.25mg、Triptorelin pamoate 22.5mg,DRUG,Other,National Taiwan University Hospital,"['Triple Negative Breast Cancer', 'Premenopausal Breast Cancer']",2024-08-22,2026-12,https://clinicaltrials.gov/study/NCT06225284
NCT06291064,Trial Studying Chemotherapy in Nigerian Women With Triple Negative Breast Cancer,Unknown,NOT_YET_RECRUITING,"Cyclophosphamide, Epirubicin, Docetaxel, Carboplatin, Breast Surgery, Capecitabine","DRUG, DRUG, DRUG, DRUG, PROCEDURE, DRUG",Other,University of Chicago,['Triple Negative Breast Cancer'],2025-11,2029-06,https://clinicaltrials.gov/study/NCT06291064
NCT01656395,A Dose-Ranging Study of MK-1029 in Adults With Persistent Asthma (MK-1029-012),Unknown,TERMINATED,"MK-1029, Montelukast 10 mg, Placebo","DRUG, DRUG, DRUG",Other,Merck Sharp & Dohme LLC,['Asthma'],2012-08-23,2014-06-10,https://clinicaltrials.gov/study/NCT01656395
NCT03093402,JBT-101 in Systemic Lupus Erythematosus (SLE),Unknown,COMPLETED,"JBT-101, Placebo","DRUG, DRUG",Other,National Institute of Allergy and Infectious Diseases (NIAID),"['Systemic Lupus Erythematosus', 'SLE', 'Lupus']",2017-12-21,2021-07-28,https://clinicaltrials.gov/study/NCT03093402
NCT02352025,S-equol in Women With Triple Negative Breast Cancer,Phase 1,COMPLETED,S-equol,DRUG,Other,The University of Texas Health Science Center at San Antonio,['Breast Cancer'],2015-04-15,2019-04-10,https://clinicaltrials.gov/study/NCT02352025
NCT03250689,Randomized Study Evaluating the Effect of Danirixin on Neutrophil Extracellular Traps (NETs) in Chronic Obstructive Pulmonary Disease (COPD),Unknown,TERMINATED,"Danirixin, Placebo, Rescue medication, Inhaled COPD maintenance medication","DRUG, DRUG, DRUG, DRUG",Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2017-11-15,2018-10-08,https://clinicaltrials.gov/study/NCT03250689
NCT03287310,"First Time in Human (FTIH) Study to Evaluate Safety, Tolerability, Immunogenicity, Pharmacokinetics (PK) and Pharmacodynamics (PD) of GSK3511294 Administered Subcutaneously (SC) in Subjects With Mild to Moderate Asthma",Unknown,COMPLETED,"GSK3511294, Placebo, Salbutamol/albuterol","DRUG, DRUG, DRUG",Other,GlaxoSmithKline,['Asthma'],2017-10-17,2019-07-31,https://clinicaltrials.gov/study/NCT03287310
NCT04206761,Investigating the Effects of QVM149 on MRI Ventilation Defects,Unknown,WITHDRAWN,"QVM149, High Dose Dual Therapy (ICS/LABA)","DRUG, DRUG",Dual agonist,Dr. Grace Parraga,['Asthma'],2021-12-01,2022-07-01,https://clinicaltrials.gov/study/NCT04206761
NCT04853238,Chronic Obstructive Pulmonary Disease (COPD) Maintenance Treatment Patterns in China,Unknown,COMPLETED,Prospective observational cohort study,OTHER,Other,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2021-04-27,2022-11-03,https://clinicaltrials.gov/study/NCT04853238
NCT07030881,Effect of Spacer Use on Exacerbation Risk in High-Risk Older Adults With Chronic Airway Diseases Receiving Triple Therapy,Unknown,NOT_YET_RECRUITING,"pMDI Triple Inhaler and Spacer, pMDI Triple Inhaler Only","DRUG, DRUG",Triple agonist,First Affiliated Hospital of Ningbo University,"['Asthma, COPD']",2025-06-20,2026-04-20,https://clinicaltrials.gov/study/NCT07030881
NCT03519178,A Study of PF-06873600 in People With Cancer,Unknown,TERMINATED,"PF-06873600, Endocrine Therapy 1, Endocrine Therapy 2","DRUG, DRUG, DRUG",Other,Pfizer,"['HR+ HER2- Metastatic Breast Cancer, Ovarian Cancer, Fallopian Tube Cancer, Primary Peritoneal Cancer, Triple Negative Breast Cancer, Male Breast Cancer']",2018-03-07,2023-04-05,https://clinicaltrials.gov/study/NCT03519178
NCT06135714,Metastasis-directed Therapy for Oligometastases of Breast Cancer,Unknown,RECRUITING,"Systemic therapy for 12 weeks after primary registration, Radiation therapy (SBRT/conventional RT), Surgery, Same systemic therapy after secondary registration","DRUG, PROCEDURE, PROCEDURE, DRUG",Other,Tokyo Medical and Dental University,"['Breast Cancer', 'Oligometastasis', 'Metastatic Breast Cancer']",2023-11-08,2026-11-08,https://clinicaltrials.gov/study/NCT06135714
NCT01823835,A Study of GDC-0810 Single Agent or in Combination With Palbociclib and/or a Luteinizing Hormone-Releasing Hormone (LHRH) Agonist in Women With Locally Advanced or Metastatic Estrogen Receptor Positive Breast Cancer,Unknown,TERMINATED,"GDC-0810, LHRH Agonist, Palbociclib","DRUG, DRUG, DRUG",Other,"Genentech, Inc.",['Breast Cancer'],2014-12-29,2020-03-13,https://clinicaltrials.gov/study/NCT01823835
NCT06841354,"A Study of Sacituzumab Tirumotecan (Sac-TMT, MK-2870) as Monotherapy and in Combination With Pembrolizumab (MK-3475) in Participants With Triple-Negative Breast Cancer (MK-2870-011/TroFuse-011)",Unknown,RECRUITING,"Sacituzumab tirumotecan, Pembrolizumab, Rescue Medication, Paclitaxel, Nab-paclitaxel, Gemcitabine, Carboplatin","BIOLOGICAL, BIOLOGICAL, DRUG, DRUG, DRUG, DRUG, DRUG",Other,Merck Sharp & Dohme LLC,['Triple Negative Breast Neoplasms'],2025-03-16,2030-05-18,https://clinicaltrials.gov/study/NCT06841354
NCT03436511,Burden of Disease Among Subjects With Eosinophilic Chronic Obstructive Pulmonary Disease (COPD),Unknown,COMPLETED,,,Unknown,GlaxoSmithKline,"['Pulmonary Disease, Chronic Obstructive']",2017-12-05,2018-10-31,https://clinicaltrials.gov/study/NCT03436511
NCT00441441,A 12-Week Study To Assess The Safety Of Fluticasone Propionate/Salmeterol 100/50 Hydrofluoroalkane (HFA) Versus Fluticasone Propionate 100 HFA In Children With Asthma,Unknown,COMPLETED,"fluticasone propionate, fluticasone propionate/salmeterol","DRUG, DRUG",Other,GlaxoSmithKline,['Asthma'],2007-02,2008-01,https://clinicaltrials.gov/study/NCT00441441
NCT07205432,Phase I Study of XTL6001 Injection in Healthy and Obese Subjects,Unknown,RECRUITING,"XTL6001, Placebo","DRUG, DRUG",Other,"Shanghai Xitaili Biomedicine Technology co., Ltd.",['Weight Management in Adult Patients With Obesity or Overweight'],2025-06-13,2026-04,https://clinicaltrials.gov/study/NCT07205432
NCT06665919,The Study of CYP2C19 Genotype-Guided Clopidogrel Treatment Models,Unknown,COMPLETED,"CYP2C19 Genotype-Guided Clopidogrel Treatment, CYP2C19 Genotype Guided Antiplatelet Treatment Alternative to Clopidogrel, The Conventional Clopidogrel Treatment","OTHER, OTHER, OTHER",Other,Vistamedi Ltd.,"['Coronary Artery Disease', 'Clopidogrel Resistance', 'Coronary Thrombosis', 'Adverse Cardiac Events', 'Bleeding', 'Hospitalisations', 'Death', 'Death From Cardiovascular Disease']",2023-06-15,2025-05-15,https://clinicaltrials.gov/study/NCT06665919
NCT03724877,Effectiveness of Triple Therapy in COPD,Unknown,COMPLETED,"Long-acting beta2-agonist-long-acting muscarinic antagonists-inhaled corticosteroids(LABA-LAMA-ICS), Long-acting beta2-agonist-inhaled corticosteroids-long-acting muscarinic antagonists (LABA-LAMA)","DRUG, DRUG",Other,Boehringer Ingelheim,"['Pulmonary Disease, Chronic Obstructive']",2018-11-10,2018-11-12,https://clinicaltrials.gov/study/NCT03724877
NCT01567540,A Pilot Study Evaluating Safety of Sitagliptin Combined With Peg-IFN Alfa-2a + Ribavirin in Chronic Hepatitis C Patients,Unknown,TERMINATED,Sitagliptin,DRUG,Other,"Institut National de la Santé Et de la Recherche Médicale, France",['Hepatitis C'],2013-03,2014-01,https://clinicaltrials.gov/study/NCT01567540
NCT06302426,Trial of INI-4001 in Patients With Advanced Solid Tumours,Unknown,NOT_YET_RECRUITING,"INI-4001, Nivolumab, Pembrolizumab, Cemiplimab, Avelumab, Atezolizumab, Durvalumab","DRUG, COMBINATION_PRODUCT, COMBINATION_PRODUCT, COMBINATION_PRODUCT, COMBINATION_PRODUCT, COMBINATION_PRODUCT, COMBINATION_PRODUCT",Other,Inimmune Corporation,['Advanced Solid Tumor'],2024-03-29,2024-08-01,https://clinicaltrials.gov/study/NCT06302426
NCT04456205,Inhaled Corticosteroid Withdrawal in Chronic Obstructive Pulmonary Disease (COPD),Unknown,UNKNOWN,,,Unknown,National Taiwan University Hospital,"['COPD', 'Inhaled Corticosteroid']",2019-10-01,2021-10,https://clinicaltrials.gov/study/NCT04456205
